ID,Name,Age,Nationality,Overall,Potential,Club,ValueInMillions,WageInThousands,Special,PreferredFoot,InternationalReputation,WeakFoot,SkillMoves,WorkRate,JerseyNumber,Joined,ContractValidUntil,HeightInInches,WeightInPounds,ReleaseClause,Jumping,Strength,SprintSpeed,Agility,Balance,Vision,Dribbling,BallControl
184484,G. Sigurðsson,28,Iceland,82,82,Everton,22.5,125,2096,Right,3,5,3,High/ High,10,"Aug 16, 2017",2022,6.1,181,42.8,68,68,55,68,63,86,80,85
184431,S. Giovinco,31,Italy,82,82,Toronto FC,20,15,1957,Right,2,4,4,High/ Medium,21,"Feb 3, 2015",2019,5.4,134,30,34,42,80,94,91,81,86,86
184200,M. Arnautović,29,Austria,82,82,West Ham United,22,120,2106,Right,3,4,4,High/ Medium,7,"Jul 23, 2017",2022,6.4,183,41.8,67,84,83,70,66,77,84,85
184144,N. Gaitán,30,Argentina,82,82,Dalian YiFang FC,21,22,2010,Left,3,2,4,Medium/ Medium,9,"Feb 27, 2018",2021,5.8,146,45.2,81,46,79,87,81,82,84,83
183711,J. Henderson,28,England,82,82,Liverpool,18,125,2163,Right,2,3,3,Medium/ High,8,"Jun 9, 2011",2020,6,176,34.2,79,72,66,70,70,83,73,80
183574,M. Kruse,30,Germany,82,82,SV Werder Bremen,21.5,45,2063,Left,2,4,4,High/ Medium,10,"Aug 2, 2016",2019,5.11,168,36.6,65,72,67,74,76,83,82,85
183498,M. Parolo,33,Italy,82,82,Lazio,9,59,2151,Right,2,4,3,High/ High,16,"Jul 1, 2014",2020,6,165,15.3,77,77,69,67,71,78,75,79
183376,L. Fejsa,29,Serbia,82,82,SL Benfica,17,18,1945,Right,2,3,2,Low/ High,5,"Aug 24, 2013",2021,6,176,34,73,78,55,57,58,63,68,72
183280,A. Rami,32,France,82,82,Olympique de Marseille,12.5,57,1793,Right,3,3,2,High/ High,23,"Jul 13, 2017",2021,6.3,198,23.8,76,91,67,54,54,44,56,68
181786,V. Ćorluka,32,Croatia,82,82,Lokomotiv Moscow,12.5,1,1909,Right,3,3,3,High/ Medium,14,"Jun 27, 2012",2020,6.4,185,26.3,81,86,65,57,46,60,65,73
181291,G. Wijnaldum,27,Netherlands,82,82,Liverpool,23,130,2175,Right,3,3,4,High/ High,8,"Jul 22, 2016",2021,5.9,152,43.7,80,72,76,80,81,78,84,84
179847,F. Fazio,31,Argentina,82,82,Roma,15,73,1633,Right,3,2,2,Medium/ Medium,20,"Jul 15, 2017",2020,6.5,187,25.5,41,91,43,29,32,47,48,72
178509,O. Giroud,31,France,82,82,Chelsea,20,140,1927,Left,3,3,3,Medium/ Medium,9,"Jan 31, 2018",2019,6.4,203,37,84,88,50,57,54,76,70,83
173521,Marcano,31,Spain,82,82,Roma,15,73,1827,Left,3,3,2,Medium/ Medium,15,"Jul 1, 2018",2021,6.2,170,25.5,91,77,69,58,56,48,54,67
171897,A. Guardado,31,Mexico,82,82,Real Betis,19,35,2146,Left,3,2,4,Medium/ Medium,18,"Jul 7, 2017",2020,5.7,148,39.9,74,57,73,81,88,83,80,84
170481,E. Garay,31,Argentina,82,82,Valencia CF,15,44,1896,Right,3,3,2,Medium/ Medium,24,"Aug 31, 2016",2020,6.2,198,31.5,76,88,36,54,34,63,60,73
168530,Jardel,32,Brazil,82,82,SL Benfica,12.5,17,1687,Right,2,2,2,Medium/ High,33,"Jan 1, 2011",2021,6.4,192,25,77,89,63,35,34,49,52,60
168435,S. Sirigu,31,Italy,82,82,Torino,13.5,45,1213,Right,3,2,1,Medium/ Medium,1,"Jun 27, 2017",2022,6.4,176,23,68,66,51,52,55,55,15,18
168354,E. Viviano,32,Italy,82,82,Sporting CP,12.5,15,1169,Left,2,2,1,Medium/ Medium,1,"Jul 1, 2018",2020,6.5,198,25,66,58,33,35,32,60,18,22
165229,L. Koscielny,32,France,82,82,Arsenal,12.5,115,1807,Right,3,3,2,Medium/ High,6,"Jul 7, 2010",2020,6.1,165,23.8,78,75,66,65,61,56,62,66
163489,A. Consigli,31,Italy,82,82,Sassuolo,13.5,52,1180,Right,2,3,1,Medium/ Medium,47,"Sep 1, 2014",2022,6.2,181,23,80,51,34,57,40,46,10,23
158963,L. Biglia,32,Argentina,82,82,Milan,12.5,98,2104,Right,3,4,3,Medium/ High,21,"Jul 17, 2017",2020,5.1,139,21.3,62,65,65,76,78,80,80,84
146530,Dani Alves,35,Brazil,82,82,Paris Saint-Germain,4.8,62,2197,Right,4,3,4,High/ Low,13,"Jul 12, 2017",2019,5.8,150,8.9,80,55,79,84,87,78,84,86
113422,David Villa,36,Spain,82,82,New York City FC,8,12,1993,Right,3,5,4,High/ Low,7,"Jul 1, 2014",2018,5.9,152,12,67,66,67,71,73,75,83,85
106231,Aduriz,37,Spain,82,82,Athletic Club de Bilbao,8,29,1973,Right,3,3,3,High/ Medium,20,"Jul 1, 2012",2019,6,172,16.8,90,82,66,50,55,73,76,82
48940,P. Čech,36,Czech Republic,82,82,Arsenal,3,60,1166,Left,4,3,1,Medium/ Medium,1,"Jun 29, 2015",2019,6.5,198,5.7,50,63,38,46,34,53,12,22
5479,Casillas,37,Spain,82,82,FC Porto,1.5,10,1308,Left,4,2,1,Medium/ Medium,1,"Jul 12, 2015",2019,6.1,185,3,77,70,57,62,46,65,25,23
231677,M. Rashford,20,England,81,89,Manchester United,27,110,2062,Right,2,4,4,High/ Medium,11,"Jul 1, 2014",2020,6.1,154,55.4,68,71,93,88,77,74,83,80
230271,Laure Santeiro,30,Brazil,81,81,Fluminense,17,40,1853,Left,1,5,4,Medium/ Medium,8,"Jan 1, 2018",2021,5.7,139,32.3,44,48,78,89,88,80,82,82
229906,L. Bailey,20,Jamaica,81,89,Bayer 04 Leverkusen,26.5,54,2011,Left,1,4,4,High/ Medium,9,"Jan 31, 2017",2023,5.1,174,50.4,86,59,90,86,84,77,86,82
229237,M. Akanji,22,Switzerland,81,87,Borussia Dortmund,21,49,1868,Right,2,3,2,Medium/ High,5,"Jan 15, 2018",2022,6.2,187,39.9,78,84,86,69,66,66,67,75
228702,F. de Jong,21,Netherlands,81,89,Ajax,26,19,2064,Right,1,3,4,Medium/ Medium,7,"Aug 25, 2015",2022,5.11,154,41.6,76,69,76,84,78,85,86,88
227928,Nélson Semedo,24,Portugal,81,86,FC Barcelona,20,125,2039,Right,2,3,4,Medium/ High,2,"Jul 14, 2017",2022,5.1,148,42.5,80,62,92,88,83,62,80,78
226456,Pablo Fornals,22,Spain,81,86,Villarreal CF,24,36,2071,Right,1,3,4,High/ High,8,"Jul 24, 2017",2022,5.1,148,52.2,59,67,66,79,76,86,81,81
226271,Fabián,22,Spain,81,89,Napoli,26,64,2094,Left,1,4,4,Medium/ Medium,8,"Jul 5, 2018",2023,6.2,154,49.4,46,69,67,73,66,82,81,83
225508,E. Bailly,24,Ivory Coast,81,87,Manchester United,21,105,1853,Right,2,3,2,Medium/ High,2,"Jul 1, 2016",2020,6.1,170,43.1,85,85,79,65,62,54,60,65
222509,Dani Ceballos,21,Spain,81,88,Real Madrid,25,120,2059,Right,1,3,4,Medium/ Medium,21,"Jul 14, 2017",2023,5.1,154,56.3,52,62,67,82,79,83,85,85
221992,H. Lozano,22,Mexico,81,86,PSV,24,22,2019,Right,3,4,4,High/ Medium,22,"Jul 21, 2017",2023,5.9,154,35.4,75,59,93,91,76,75,84,80
216475,Morales,30,Spain,81,81,Levante UD,17,33,2084,Right,1,4,4,High/ Medium,11,"Jun 1, 2011",2021,5.11,154,35.7,62,60,88,78,80,75,87,83
216451,J. Seri,26,Ivory Coast,81,82,Fulham,20.5,73,2128,Right,2,4,3,Medium/ Medium,24,"Jul 12, 2018",2022,5.7,161,40.5,69,63,70,82,88,83,78,84
216409,M. Politano,24,Italy,81,84,Inter,22.5,57,1983,Left,2,4,4,High/ Medium,16,,"Jun 30, 2019",5.7,148,,50,45,84,90,82,75,84,83
216352,M. Brozović,25,Croatia,81,84,Inter,18.5,64,2149,Right,2,4,3,Medium/ Medium,77,"Jul 1, 2016",2022,5.11,150,32.8,68,66,70,74,74,80,81,83
216201,Williams,24,Spain,81,87,Athletic Club de Bilbao,24.5,31,2000,Right,2,3,4,High/ High,9,"Aug 1, 2012",2025,6.1,174,56.4,86,85,94,80,55,75,82,81
214997,A. Correa,23,Argentina,81,87,Atlético Madrid,24.5,54,2047,Right,1,4,4,Medium/ Low,11,"Dec 13, 2014",2024,5.7,150,55.1,50,63,82,87,83,78,87,87
213661,A. Christensen,22,Denmark,81,88,Chelsea,21.5,91,1717,Right,2,3,2,Low/ Medium,6,"Apr 10, 2013",2022,6.2,179,44.1,72,73,70,61,61,62,68,74
212814,João Mário,25,Portugal,81,84,Inter,22.5,71,2055,Right,3,4,4,Medium/ Medium,10,"Aug 28, 2016",2021,5.1,161,39.9,64,68,69,81,77,81,83,83
212151,T. Strakosha,23,Albania,81,86,Lazio,17,36,1139,Right,1,2,1,Medium/ Medium,1,"Aug 9, 2012",2019,6.4,172,30.2,49,56,46,31,47,49,14,15
210864,E. Hysaj,24,Albania,81,86,Napoli,20,58,1935,Right,2,3,3,Medium/ Medium,23,"Aug 2, 2015",2021,6,154,35.5,69,69,82,76,69,59,75,77
210406,P. Zieliński,24,Poland,81,88,Napoli,24.5,64,2075,Right,3,5,4,Medium/ Medium,20,"Aug 9, 2016",2021,5.11,165,46.6,54,54,84,79,76,82,84,85
210243,Ricardo Pereira,24,Portugal,81,85,Leicester City,19,64,2127,Right,3,4,3,High/ High,14,"Jun 9, 2018",2023,5.9,154,37.5,74,60,87,82,77,75,83,79
210035,Grimaldo,22,Spain,81,87,SL Benfica,20.5,14,2137,Left,3,2,3,High/ Medium,3,"Jan 4, 2016",2021,5.7,152,45.1,64,63,83,85,86,60,83,82
209889,R. Guerreiro,24,Portugal,81,86,Borussia Dortmund,24,54,2146,Left,3,3,4,Medium/ Medium,13,"Jul 1, 2016",2020,5.7,157,42.6,63,49,68,88,86,79,83,84
208135,A. Doucouré,25,France,81,85,Watford,19.5,60,2081,Right,2,3,3,High/ Medium,16,"Feb 2, 2016",2023,6,168,38.5,72,81,70,60,69,76,78,80
207877,J. Martínez,25,Venezuela,81,84,Atlanta United,22.5,14,1917,Right,1,4,3,High/ Medium,17,"Mar 22, 2017",2020,5.7,152,35.4,86,73,92,91,90,58,75,78
207664,C. Bacca,31,Colombia,81,81,Villarreal CF,16,45,1884,Right,3,2,3,Medium/ Low,7,"Aug 17, 2018",2022,5.11,170,33.6,74,74,75,73,77,68,80,80
206467,A. Plea,25,France,81,83,Borussia Mönchengladbach,22,40,2054,Right,2,3,4,High/ Medium,14,"Jul 13, 2018",2023,5.11,174,39.1,75,77,77,79,78,78,78,79
205923,B. Davies,25,Wales,81,84,Tottenham Hotspur,18.5,87,2035,Left,2,3,3,High/ High,4,"Jul 23, 2014",2021,6,168,35.6,73,69,74,70,68,75,76,79
205362,M. Nastasić,25,Serbia,81,84,FC Schalke 04,18.5,36,1821,Left,2,2,2,Low/ High,5,"Jan 14, 2015",2022,6.2,183,32.8,81,78,77,65,59,55,43,65
205175,A. Milik,24,Poland,81,88,Napoli,25.5,71,1937,Left,3,3,4,Medium/ Medium,7,"Aug 2, 2016",2021,6.1,172,48.5,62,78,74,68,63,60,74,78
204923,M. Sabitzer,24,Austria,81,84,RB Leipzig,22.5,54,2107,Right,2,4,3,High/ High,9,"Jul 1, 2014",2022,5.1,170,39.9,75,76,77,75,79,79,79,81
204884,B. Mendy,23,France,81,86,Manchester City,20,105,2038,Left,2,3,3,High/ Low,22,"Jul 24, 2017",2022,6.1,187,38.5,71,81,86,68,70,76,80,79
204024,C. Kramer,27,Germany,81,82,Borussia Mönchengladbach,17,35,1866,Right,2,3,3,High/ High,6,"Jul 1, 2016",2021,6.3,168,30.2,51,69,52,66,54,73,71,81
203890,S. Vrsaljko,26,Croatia,81,84,Inter,18,57,2069,Right,2,3,3,High/ Medium,2,,"Jun 30, 2019",5.11,168,,85,73,79,67,72,68,74,79
203486,T. Hazard,25,Belgium,81,83,Borussia Mönchengladbach,21.5,40,2013,Right,2,3,4,Medium/ Medium,16,"Jul 1, 2015",2020,5.9,152,38.2,63,62,77,91,83,80,85,83
202857,K. Bellarabi,28,Germany,81,81,Bayer 04 Leverkusen,18,76,1956,Right,3,3,4,High/ High,38,"Jul 1, 2011",2021,6,179,30.6,75,68,91,86,78,76,87,83
202685,S. Zaza,27,Italy,81,82,Torino,21,48,2028,Left,2,3,4,High/ High,11,,"Jun 30, 2019",6.1,185,,89,88,79,76,69,66,77,79
201454,F. Ghoulam,27,Algeria,81,82,Napoli,16.5,68,2114,Left,2,4,3,High/ Medium,31,"Jan 31, 2014",2022,6,176,29.3,73,68,82,72,62,69,79,80
200726,B. Lecomte,27,France,81,84,Montpellier HSC,15,27,1114,Left,2,3,1,Medium/ Medium,40,"Jul 1, 2017",2021,6.1,172,31.1,62,55,40,36,25,41,11,23
200647,J. Iličić,30,Slovenia,81,81,Atalanta,17,41,1976,Left,3,3,4,Medium/ Medium,7,"Jul 5, 2017",2021,6.3,174,28.9,33,74,70,70,56,82,83,87
200610,K. Volland,25,Germany,81,83,Bayer 04 Leverkusen,22,76,2079,Left,2,3,3,High/ High,31,"Jul 1, 2016",2021,5.1,187,39.1,78,82,77,73,84,81,79,81
200454,Paco Alcácer,24,Spain,81,85,Borussia Dortmund,23.5,59,1948,Right,2,4,3,High/ Medium,9,"Nov 23, 2018",2023,5.9,159,41.7,75,64,80,83,84,65,78,81
199715,Vitolo,28,Spain,81,81,Atlético Madrid,18,65,2007,Right,2,4,3,High/ High,23,"Jul 12, 2017",2022,6.1,174,36.9,70,81,77,74,63,78,84,83
199503,G. Xhaka,25,Switzerland,81,84,Arsenal,22,115,1978,Left,3,2,3,Medium/ Medium,10,"Jul 1, 2016",2021,6.1,181,43.5,32,75,49,49,61,81,70,80
199434,D. Tadić,29,Serbia,81,81,Ajax,17.5,26,1972,Left,3,2,4,Medium/ Low,10,"Jul 3, 2018",2022,5.11,168,24.5,64,62,68,82,80,85,85,86
199042,C. Aránguiz,29,Chile,81,81,Bayer 04 Leverkusen,17,76,2144,Right,2,4,3,Medium/ Medium,20,"Aug 13, 2015",2020,5.7,154,28.9,61,63,65,80,85,81,75,82
196889,S. Verdi,25,Italy,81,81,Napoli,19.5,77,2053,Left,2,5,4,High/ Medium,9,"Jul 1, 2018",2023,5.7,134,33.2,51,48,86,92,90,82,84,86
195086,D. Lovren,28,Croatia,81,82,Liverpool,16,115,1726,Right,2,4,2,Medium/ High,6,"Jul 27, 2014",2021,6.2,185,31.6,81,82,55,50,41,56,63,67
193532,G. Medel,30,Chile,81,81,Beşiktaş JK,13,56,1996,Right,3,4,3,Medium/ High,17,"Aug 11, 2017",2020,5.7,143,24.7,89,83,70,78,92,72,63,71
193348,X. Shaqiri,26,Switzerland,81,81,Liverpool,19,130,2087,Left,3,4,5,Medium/ Medium,23,"Jul 13, 2018",2023,5.7,159,36.1,52,73,77,84,91,81,86,84
193165,J. Corona,25,Mexico,81,83,FC Porto,21.5,18,1993,Right,3,5,5,Medium/ Low,17,"Aug 31, 2015",2020,5.8,137,44.6,72,39,79,90,87,77,91,84
193105,A. Areola,25,France,81,85,Paris Saint-Germain,16.5,61,1266,Right,2,3,1,Medium/ Medium,23,"Jul 1, 2010",2019,6.5,207,31.8,59,80,52,53,58,34,12,22
192641,K. Vogt,26,Germany,81,82,TSG 1899 Hoffenheim,17.5,42,1958,Right,2,3,2,High/ Medium,22,"Jul 1, 2016",2022,6.4,187,31.1,54,85,82,59,47,67,67,71
191740,Ander Herrera,28,Spain,81,81,Manchester United,17.5,140,2170,Right,3,4,3,High/ High,21,"Jun 26, 2014",2019,6,154,32.4,61,67,68,79,78,78,77,82
190972,E. Salvio,27,Argentina,81,81,SL Benfica,18.5,19,2141,Right,2,4,4,High/ Medium,18,"Jul 1, 2012",2019,5.8,170,37,87,63,87,83,76,76,85,84
190813,S. El Shaarawy,25,Italy,81,82,Roma,21,77,1913,Right,3,3,5,High/ Medium,92,"Jan 26, 2016",2020,5.1,159,37.3,60,54,87,85,81,73,84,86
189881,C. Smalling,28,England,81,82,Manchester United,16,130,1799,Right,3,3,2,Medium/ High,12,"Jul 1, 2010",2019,6.4,179,30.8,76,87,74,55,45,49,59,58
189362,Hulk,31,Brazil,81,81,Shanghai SIPG FC,15.5,25,2102,Left,4,3,4,High/ Medium,10,"Jul 1, 2017",2020,5.11,187,34.1,69,92,80,69,59,75,82,79
189358,S. Kagawa,29,Japan,81,81,Borussia Dortmund,17.5,65,1948,Right,3,4,4,High/ Medium,23,"Aug 31, 2014",2020,5.9,150,29.8,65,39,60,87,88,80,86,83
188988,M. Lanzini,25,Argentina,81,85,West Ham United,23,90,1931,Right,2,3,4,Medium/ Medium,10,"Jul 1, 2016",2020,5.6,130,45.4,75,39,78,86,89,79,87,86
187491,F. Smolov,28,Russia,81,81,Lokomotiv Moscow,18.5,1,1971,Right,1,4,4,High/ Medium,11,"Aug 9, 2018",2022,6.2,176,38.9,67,75,85,75,66,75,77,78
187072,L. Stindl,29,Germany,81,81,Borussia Mönchengladbach,18,43,2129,Right,2,4,4,Medium/ Medium,13,"Jul 1, 2015",2021,5.11,176,30.6,73,69,67,70,78,83,78,83
185239,O. Toprak,28,Turkey,81,82,Borussia Dortmund,16,59,1826,Right,3,4,2,Medium/ Medium,36,"Jul 1, 2017",2021,6.1,183,28.4,80,78,83,64,61,59,63,71
183900,D. Perotti,29,Argentina,81,81,Roma,17.5,84,1959,Right,3,4,4,Medium/ Medium,8,"Jan 1, 2016",2021,5.1,154,29.8,64,60,76,83,78,84,88,88
182494,F. Muslera,32,Uruguay,81,81,Galatasaray SK,10,52,1359,Right,3,2,1,Medium/ Medium,1,"Aug 11, 2011",2021,6.3,163,19,84,68,62,68,62,58,25,23
179784,B. Höwedes,30,Germany,81,81,Lokomotiv Moscow,13,1,1813,Right,3,3,2,Medium/ Medium,5,"Jul 31, 2018",2022,6.2,170,27.3,78,78,52,60,61,57,59,65
179645,S. Kjær,29,Denmark,81,81,Sevilla FC,14,23,1837,Right,3,3,2,Low/ High,4,"Aug 2, 2017",2021,6.2,185,29.4,70,80,65,40,58,49,46,71
177458,S. Bender,29,Germany,81,81,Bayer 04 Leverkusen,14,69,1868,Right,2,4,2,Medium/ High,5,"Jul 13, 2017",2021,6.1,176,23.8,73,77,72,63,61,65,58,60
177326,M. Valbuena,33,France,81,81,Fenerbahçe SK,11,86,1955,Right,3,3,3,High/ Medium,28,"Jun 17, 2017",2019,5.6,139,20.9,60,37,79,86,92,77,83,82
175379,Pedro León,31,Spain,81,81,SD Eibar,15.5,32,1980,Right,2,3,4,Medium/ Low,21,"Jul 5, 2016",2020,6,161,32.6,39,63,63,68,73,82,84,85
173909,K. Boateng,31,Ghana,81,81,Sassuolo,15,65,2168,Right,3,4,4,High/ Medium,27,"Jul 5, 2018",2021,6.1,190,25.5,76,78,65,77,68,78,79,84
173771,L. Piszczek,33,Poland,81,81,Borussia Dortmund,7,57,2128,Right,3,4,2,Medium/ Medium,26,"Jul 1, 2010",2020,6,174,11.9,77,78,83,66,66,71,72,76
173221,A. Candreva,31,Italy,81,81,Inter,15.5,74,2084,Right,3,4,4,Medium/ Medium,87,"Aug 3, 2016",2021,5.11,154,26.4,35,69,78,74,76,77,82,83
172522,D. Wass,29,Denmark,81,81,Valencia CF,17,46,2158,Right,2,3,4,High/ Medium,18,"Jul 10, 2018",2022,5.11,163,35.7,59,70,76,79,63,81,80,81
170368,E. Lamela,26,Argentina,81,82,Tottenham Hotspur,21,105,2100,Left,2,2,4,High/ High,22,"Aug 30, 2013",2022,6,176,40.4,63,68,74,75,74,83,86,84
169595,D. Rose,27,England,81,81,Tottenham Hotspur,14.5,92,2094,Left,3,3,3,Medium/ High,3,"Jul 1, 2007",2021,5.9,168,26.8,75,72,78,69,76,73,80,77
169416,C. Vela,29,Mexico,81,81,Los Angeles FC,17.5,15,1986,Left,3,2,4,High/ Low,10,"Jan 1, 2018",2022,5.1,170,26.3,68,67,80,81,81,81,83,83
169195,Renato Augusto,30,Brazil,81,81,Beijing Sinobo Guoan FC,16.5,28,2090,Right,2,4,3,Medium/ Medium,5,"Jan 8, 2016",2021,6.1,190,36.3,49,76,67,66,66,81,82,81
167905,A. Valencia,32,Ecuador,81,81,Manchester United,10,120,2142,Right,2,2,3,High/ High,16,"Jun 30, 2009",2019,5.11,183,18.5,69,79,85,72,78,71,80,81
164835,L. Fabiański,33,Poland,81,81,West Ham United,9,70,1212,Right,2,2,1,Medium/ Medium,22,"Jun 20, 2018",2021,6.3,183,17.1,68,65,47,52,44,52,14,22
162347,João Moutinho,31,Portugal,81,81,Wolverhampton Wanderers,15,85,2164,Right,3,4,3,High/ Medium,28,"Jul 24, 2018",2020,5.7,134,28.5,77,63,59,76,84,80,79,82
161956,Borja Valero,33,Spain,81,81,Inter,11,74,2039,Right,3,4,4,Medium/ Medium,20,"Jul 10, 2017",2020,5.9,161,18.7,67,66,52,74,80,86,85,88
159261,F. Quagliarella,35,Italy,81,81,Sampdoria,8,39,1933,Right,2,4,4,Medium/ Medium,27,"Jul 1, 2016",2019,5.11,174,13.6,69,76,67,71,75,77,76,81
159145,B. Gomis,32,France,81,81,Al Hilal,14,56,1891,Right,3,3,4,High/ Low,18,"Aug 23, 2018",2020,6,170,23.8,74,83,70,59,58,69,78,79
157960,Manuel Fernandes,32,Portugal,81,81,Lokomotiv Moscow,14,1,2157,Right,2,4,4,High/ Medium,4,"Jul 1, 2014",2019,5.9,165,29.4,74,71,76,82,76,81,86,83
156519,H. Herrera,28,Mexico,81,81,FC Porto,17.5,20,2106,Right,3,4,3,High/ High,16,"Jul 1, 2013",2019,6,159,35,66,73,73,66,70,77,76,78
144622,Raffael,33,Brazil,81,81,Borussia Mönchengladbach,11,41,2038,Right,2,4,4,High/ Medium,11,"Jul 1, 2013",2019,5.9,152,18.7,70,62,66,83,83,81,87,85
139068,Nani,31,Portugal,81,81,Sporting CP,15.5,19,1970,Right,3,5,5,High/ Medium,17,"Jul 11, 2018",2020,5.1,150,31,37,62,74,92,77,79,87,86
138412,J. Milner,32,England,81,81,Liverpool,13.5,120,2126,Right,2,4,3,High/ High,7,"Jul 1, 2015",2020,5.9,154,25.7,62,71,62,69,73,79,76,79
112316,J. Mathieu,34,France,81,81,Sporting CP,5.5,18,2048,Left,3,2,2,High/ Medium,22,"Jul 7, 2017",2019,6.2,185,11,65,89,74,52,43,58,65,62
45186,Joaquín,36,Spain,81,81,Real Betis,6,24,1947,Right,2,3,4,High/ Medium,17,"Sep 1, 2015",2020,5.1,165,12.6,33,64,65,72,72,84,85,83
239207,M. Gómez,21,Uruguay,80,85,RC Celta,20.5,25,1806,Right,1,3,3,Low/ Medium,18,"Jul 1, 2017",2022,6.1,185,44.6,73,80,65,45,53,60,76,77
235790,K. Havertz,19,Germany,80,89,Bayer 04 Leverkusen,22,32,1876,Left,1,5,4,Medium/ Medium,29,"Jul 1, 2016",2022,6.2,183,41.8,69,61,86,78,71,83,81,83
235569,T. Ndombele,21,France,80,89,Olympique Lyonnais,22.5,51,2096,Right,1,3,4,High/ High,17,"Jul 1, 2018",2023,5.11,168,47.3,63,78,76,83,83,79,86,84
234906,H. Aouar,20,France,80,90,Olympique Lyonnais,23.5,51,2048,Right,1,4,4,High/ Medium,8,"Jul 1, 2016",2023,5.9,154,49.4,61,61,79,81,81,84,84,82
234153,Carlos Soler,21,Spain,80,87,Valencia CF,21,31,2062,Right,1,4,4,Medium/ Medium,8,"Jul 1, 2015",2021,5.11,168,48.3,59,65,77,75,70,83,79,82
234035,Odriozola,22,Spain,80,88,Real Madrid,18.5,115,1991,Right,1,3,3,High/ Medium,19,"Jul 5, 2018",2024,5.9,146,41.6,71,63,82,78,79,63,69,77
230977,M. Almirón,24,Paraguay,80,84,Atlanta United,19.5,11,1988,Left,1,2,4,High/ High,10,"Jan 1, 2017",2019,5.9,139,30.7,46,52,89,86,64,79,81,79
230347,Welington Dano,30,Brazil,80,80,Cruzeiro,10.5,34,2068,Left,1,4,4,Medium/ Medium,5,"Jan 1, 2018",2021,5.1,152,20,71,68,80,83,81,75,77,78
230234,Everton Andrão,34,Brazil,80,80,Fluminense,4.5,34,2050,Right,1,4,2,High/ High,6,"Jan 1, 2018",2021,5.1,165,8.5,67,71,68,78,77,73,75,77
230142,Oyarzabal,21,Spain,80,87,Real Sociedad,21,29,1879,Left,1,3,3,High/ Medium,10,"Jul 1, 2014",2024,5.11,172,48.3,58,59,75,70,70,79,84,85
228229,F. Balbuena,26,Paraguay,80,83,West Ham United,15.5,80,1667,Right,1,3,2,Medium/ Medium,4,"Jul 14, 2018",2021,6.2,187,30.6,73,84,65,42,42,45,47,56
227536,M. Marega,27,Mali,80,80,FC Porto,16,19,1923,Right,2,3,2,High/ Medium,11,"Jan 25, 2016",2021,6.1,183,32,74,90,88,67,50,65,62,65
226851,B. Pavard,22,France,80,86,VfB Stuttgart,17.5,33,1965,Right,1,3,3,Medium/ Medium,2,"Aug 30, 2016",2021,6.1,168,33.3,86,74,73,68,66,66,66,77
226790,W. Ndidi,21,Nigeria,80,85,Leicester City,17,50,2086,Right,1,4,3,Medium/ High,25,"Jan 5, 2017",2024,6,163,33.6,90,75,73,67,67,67,74,75
226753,A. Onana,22,Cameroon,80,85,Ajax,14.5,14,1369,Right,2,3,1,Medium/ Medium,1,"Jan 14, 2015",2021,6.2,205,21.4,80,67,62,68,53,62,26,38
226226,G. Lo Celso,22,Argentina,80,86,Real Betis,20,72,2105,Left,1,3,3,High/ Medium,20,,"Jun 30, 2019",5.9,154,,64,67,75,81,81,81,81,82
224334,M. Acuña,26,Argentina,80,80,Sporting CP,12.5,16,2265,Left,2,3,4,Medium/ High,9,"Jul 21, 2017",2023,5.8,152,25,69,84,75,84,86,78,85,82
224293,Rúben Neves,21,Portugal,80,87,Wolverhampton Wanderers,20.5,59,2098,Right,2,3,3,Medium/ Medium,5,"Jul 8, 2017",2023,5.11,176,43.1,68,70,64,65,70,83,73,80
221639,Mariano,24,Dominican Republic,80,85,Real Madrid,20,140,2041,Right,1,4,3,High/ Medium,7,"Aug 29, 2018",2023,5.11,168,42.5,92,79,85,79,72,63,75,72
221540,Raúl,28,Brazil,80,80,SC Braga,12,19,1830,Left,1,3,2,Medium/ Medium,34,"Jul 1, 2017",2022,6.2,179,24,85,85,51,59,52,53,56,60
220477,M. Caldara,24,Italy,80,86,Milan,17.5,73,1647,Right,2,3,2,Medium/ High,33,"Aug 2, 2018",2023,6.2,176,33.3,76,79,69,58,59,32,62,63
219985,M. Vecino,26,Uruguay,80,81,Inter,14.5,63,2052,Right,2,3,4,High/ High,15,"Aug 2, 2017",2022,6.2,179,25.7,67,75,69,66,56,81,84,84
219809,T. Bakayoko,23,France,80,85,Milan,17,85,1928,Right,2,3,3,Medium/ Medium,14,,"Jun 30, 2019",6.2,187,,76,80,69,64,57,73,76,77
218339,M. Dahoud,22,Germany,80,86,Borussia Dortmund,20,50,2052,Right,2,4,4,High/ High,19,"Jul 1, 2017",2022,5.1,150,38,76,58,67,87,84,81,85,83
216547,Rafa,25,Portugal,80,83,SL Benfica,18.5,17,1886,Right,2,4,4,High/ Medium,27,"Aug 31, 2016",2021,5.8,146,38.4,58,40,93,88,89,75,86,84
215785,K. Baldé,23,Senegal,80,85,Inter,20,65,1921,Right,2,4,4,High/ Low,11,,"Jun 30, 2019",5.11,176,,67,76,92,82,78,72,83,85
215316,G. Rulli,26,Argentina,80,85,Real Sociedad,14,26,1264,Right,3,3,1,Medium/ Medium,23,"Jan 1, 2017",2022,6.2,185,30.5,65,73,48,58,50,58,14,15
